transaction_amount,transaction_hour,account_age_days,new_device,location_mismatch,failed_attempts,transactions_last_10min,transactions_last_24h,previous_avg_amount,international_transaction,is_fraud
3239.81,8,692,0,0,0,0,2,1380.12,0,0
11881.53,1,30,1,1,3,5,13,1597.74,1,1
2042.69,16,76,0,0,0,0,4,2456.27,0,0
7768.14,11,111,0,1,5,3,6,953.89,1,1
1409.04,10,1267,0,0,0,0,6,1778.45,0,0
1949.01,20,1095,0,0,0,0,2,1805.74,0,0
2021.92,18,946,0,0,0,0,2,2222.44,0,0
11748.47,5,145,1,1,5,3,12,2417.81,1,1
7094.21,4,65,1,1,5,2,10,1623.65,1,1
13678.94,11,168,1,1,4,3,8,1217.49,1,1
2538.46,20,1480,1,0,1,2,5,1901.98,0,0
3710.86,0,235,1,0,4,4,6,1640.02,1,1
12618.26,14,216,1,1,1,2,13,2227.13,0,1
834.45,11,1007,0,1,0,1,1,1536.15,0,0
1146.28,17,1357,0,0,0,1,1,1094.15,0,0
1699.88,20,962,0,1,1,0,2,1776.84,0,0
5360.11,0,207,1,1,4,5,12,1831.58,1,1
1899.36,12,1322,1,0,0,1,4,1825.26,0,0
2807.19,19,353,0,0,0,1,2,3205.56,0,0
787.17,15,1287,1,0,0,1,2,1455.45,0,0
5516.22,1,178,1,1,1,4,9,1520.22,0,1
4525.88,0,158,1,1,5,6,4,1435.38,0,1
16679.54,13,102,1,1,4,2,6,2145.94,1,1
1330.52,18,442,0,0,0,1,3,2116.78,0,0
2411.56,20,1232,0,0,0,0,3,2295.26,0,0
8257.53,3,11,1,1,3,1,8,2657.45,1,1
690.62,18,137,0,0,0,1,4,1995.4,0,0
7165.17,3,89,1,1,4,3,8,1776.81,1,1
1947.23,12,1217,0,0,0,0,4,1604.09,0,0
1967.34,8,1103,0,0,1,1,1,1544.66,0,0
2948.77,18,384,0,0,0,1,3,1369.57,0,0
9221.6,10,130,1,1,3,6,6,1728.31,1,1
6747.14,1,45,0,1,5,1,11,3370.94,1,1
2253.47,19,1485,0,0,0,0,3,1885.95,0,0
11223.78,2,102,1,1,1,1,3,1856.54,1,1
7353.84,2,80,1,1,5,2,8,1170.83,1,1
1878.35,17,696,0,0,0,0,2,1601.6,0,0
7471.02,0,228,0,1,2,3,5,2067.47,1,1
4091.88,21,1306,0,0,1,0,3,1557.91,0,0
4317.97,1,205,1,1,5,3,10,3911.42,0,1
1681.01,15,71,0,0,0,0,1,1992.91,0,0
5625.76,5,107,1,1,4,4,4,2174.46,0,1
2500.94,17,1021,0,0,0,1,3,2088.2,0,0
2170.68,17,428,0,0,0,0,3,1722.75,0,0
3096.53,12,893,0,1,0,0,3,2383.44,0,0
4411.71,12,237,1,1,3,8,3,1134.07,1,1
6170.25,3,67,0,1,5,6,13,3353.82,1,1
1808.88,12,1003,1,0,1,0,2,1394.11,0,0
1311.15,0,155,0,1,2,2,8,2076.17,1,1
2007.99,14,992,0,0,0,0,2,1425.23,0,0
3251.59,5,176,1,1,2,3,11,1282.32,1,1
10281.59,3,137,1,1,1,7,8,1870.93,1,1
667.43,12,932,0,0,0,0,1,854.3,0,0
3733.73,6,100,1,1,1,0,5,1200.36,0,1
9788.63,20,1039,0,0,0,0,1,1866.08,0,0
2046.61,9,1120,0,0,0,0,3,1864.91,0,0
1606.24,18,1118,0,0,0,0,5,1790.44,0,0
2403.22,22,954,0,0,0,0,4,2646.01,0,0
1726.58,19,1258,1,0,0,1,1,2539.63,0,0
2219.54,19,289,0,0,0,0,3,2617.46,0,0
7281.15,4,215,1,1,4,4,10,2247.87,1,1
1546.69,13,173,0,0,0,1,2,2311.49,0,0
8218.65,5,11,1,1,5,3,8,2304.96,1,1
1781.33,17,1310,0,0,1,0,3,3193.85,0,0
10036.81,1,88,0,1,4,2,10,1907.61,1,1
3730.36,2,197,1,1,3,2,7,1460.12,1,1
7113.32,17,125,1,1,4,5,8,935.81,1,1
4094.15,18,1074,0,0,0,0,3,2985.56,0,0
718.61,19,123,0,0,2,0,2,3203.81,0,0
1506.12,9,504,0,0,0,2,3,1591.94,0,0
2785.64,0,214,0,1,1,3,9,3756.17,1,1
1366.97,11,1279,0,0,0,0,1,1294.64,0,0
3677.16,5,192,1,1,5,2,9,1687.72,1,1
1446.51,13,76,0,0,2,1,2,2920.29,1,0
1931.69,13,1413,0,0,0,0,5,1768.46,0,0
1582.27,9,795,0,0,2,0,3,1140.86,0,0
8980.91,12,18,0,0,3,3,7,1300.35,0,1
2832.87,21,231,1,0,1,1,9,2014.93,1,1
4114.2,22,241,0,1,2,6,5,1758.24,1,1
2197.76,11,432,0,0,0,0,5,2196.04,0,0
5778.9,2,85,1,1,4,2,6,3024.5,0,1
8089.61,11,72,1,1,3,6,9,2508.05,0,1
2029.71,16,810,0,0,0,1,2,2170.69,0,0
5671.09,2,100,0,1,5,2,7,1564.87,0,1
3858.52,4,143,1,0,4,4,5,989.16,1,1
2185.7,21,8,1,1,3,1,5,2033.56,1,1
2804.27,8,1399,0,0,0,0,4,1610.29,0,0
1151.85,13,1207,0,0,1,2,0,1556.03,0,0
5235.6,15,98,0,1,3,1,12,2946.45,1,1
2968.83,19,882,0,0,1,0,1,2902.26,0,0
2006.47,19,826,0,0,1,1,4,1883.86,0,0
3093.69,10,410,0,0,1,0,1,2153.45,0,0
15969.27,10,117,1,1,4,4,10,3629.76,1,1
2954.65,9,497,0,0,0,0,2,3053.18,0,0
1586.33,15,993,0,0,0,0,2,1912.79,0,0
1244.25,12,1043,0,0,0,1,2,2260.92,0,0
3146.74,22,281,0,0,0,0,8,1453.42,0,0
1762.69,15,1115,1,0,0,0,2,3609.1,0,0
2598.19,1,233,1,1,2,4,12,2225.3,1,1
4616.08,13,113,1,1,2,2,5,1551.36,1,1
13979.41,13,194,1,1,3,3,5,1638.85,0,1
4726.28,0,195,1,1,2,1,13,2599.79,0,1
1615.7,18,1499,0,0,0,0,3,3529.48,0,0
3688.42,13,1377,0,0,1,0,0,3966.25,0,0
2386.4,0,208,1,1,5,3,5,2385.95,1,1
10705.13,6,192,1,1,3,7,8,1238.0,1,1
6695.03,6,183,1,1,3,4,8,2438.49,1,1
1371.59,17,1125,0,0,0,0,5,2373.07,0,0
1421.57,3,51,1,1,3,0,11,1597.74,1,1
10503.18,2,174,0,1,2,3,3,1087.05,1,1
3244.62,21,591,1,0,0,0,2,1820.75,0,0
9724.78,4,129,1,0,3,1,12,1078.46,0,1
1840.83,13,379,0,0,0,0,2,1009.79,0,0
1713.36,19,1426,0,0,0,0,4,1092.06,0,0
1784.97,11,568,0,0,1,1,1,1990.67,0,0
10597.75,23,5,1,1,5,3,11,3242.08,1,1
1784.24,21,730,0,0,1,1,4,1927.78,0,0
1757.6,15,1252,0,0,0,1,3,2581.26,0,0
1556.5,14,1127,0,0,0,1,3,2814.95,0,0
3728.74,17,540,0,0,0,0,4,1856.57,1,0
3808.23,16,1256,0,0,0,1,5,1503.25,0,0
1537.98,19,1457,0,0,0,1,2,2161.66,0,0
2609.75,12,269,0,0,0,1,5,1423.09,0,0
2164.43,18,1194,0,0,0,0,4,1377.22,1,0
2433.48,19,934,0,0,0,0,2,1175.25,0,0
1372.06,17,529,0,0,0,1,2,1928.21,0,0
2634.51,9,1241,0,0,0,0,0,1199.45,0,0
2815.59,9,1380,0,0,0,0,4,2479.97,0,0
5298.36,16,1383,0,1,0,0,6,1531.09,0,0
2311.18,11,302,0,0,0,0,4,2054.7,0,0
2124.59,12,411,0,0,0,1,4,1428.95,0,0
1756.47,11,1132,0,0,0,0,1,1688.22,0,0
2627.17,0,14,1,1,5,4,5,1716.75,0,1
2398.74,10,148,0,0,5,3,8,1057.08,0,1
4207.88,19,1466,0,0,0,1,3,1400.56,0,0
9333.36,5,27,0,1,1,5,6,3087.61,0,1
5559.57,0,96,1,1,4,3,6,1497.05,1,1
1046.99,11,585,0,0,0,0,1,2517.75,0,0
2139.27,17,680,0,0,0,0,7,1429.34,0,0
2281.02,21,194,0,0,0,1,4,3062.53,0,0
2970.35,17,1392,0,0,0,2,3,2265.08,0,0
7560.46,5,53,1,1,5,2,14,3988.54,1,1
9091.67,4,38,0,0,3,4,9,2348.96,0,1
1332.76,10,200,0,0,1,1,4,2717.22,1,0
4064.89,16,71,1,1,5,1,6,1765.52,1,1
5874.44,11,212,0,0,0,0,1,1052.26,0,0
6739.64,3,100,1,0,5,4,9,1433.8,0,1
2093.74,22,493,0,0,0,0,2,1466.39,0,0
2356.44,15,18,1,1,4,4,9,2904.9,1,1
10075.74,2,196,1,0,5,3,7,1669.33,0,1
1057.89,20,826,0,0,1,1,2,3235.58,0,0
1779.37,2,91,0,1,3,3,4,3536.14,0,1
5230.87,5,5,1,1,4,3,7,2337.14,0,1
1739.81,16,1378,1,0,1,0,2,1361.46,0,0
5615.76,3,90,1,1,1,3,13,3245.0,1,1
1215.45,10,452,0,1,0,1,5,3922.16,0,0
4871.53,1,134,0,1,4,4,7,1478.26,0,1
3169.03,17,155,0,1,0,0,3,1488.07,0,0
1257.04,14,660,0,0,0,0,2,1009.89,0,0
4537.13,8,47,1,1,2,0,10,2475.18,1,1
8948.03,1,23,1,1,3,8,9,836.9,1,1
2490.38,22,214,0,0,1,1,2,1853.97,0,0
6056.17,5,127,1,1,2,1,5,1184.26,1,1
4671.07,5,153,1,1,5,2,9,751.54,1,1
6465.24,1,190,1,1,3,4,9,1959.03,0,1
8534.09,3,221,1,1,3,4,7,1652.64,0,1
1509.15,19,849,0,0,1,0,4,1649.85,0,0
3001.67,17,835,1,0,0,1,2,1544.11,0,0
4343.98,16,55,0,1,4,4,11,2653.61,0,1
1645.63,10,1374,0,0,2,2,1,1455.54,0,0
1519.22,11,1372,0,0,0,0,2,1205.29,1,0
8246.55,2,212,1,1,5,1,5,1990.39,1,1
1627.74,18,891,0,0,0,2,3,1934.99,1,0
5307.0,5,30,1,1,5,4,10,1430.24,1,1
2326.81,2,126,0,1,3,3,9,2223.51,1,1
2213.36,8,635,1,0,0,1,1,594.41,0,0
3645.71,20,1334,0,0,0,0,4,1185.9,0,0
2158.98,19,608,0,0,0,0,2,1557.62,0,0
11447.61,22,131,1,0,3,2,11,1108.02,0,1
4269.48,1,64,1,1,4,1,9,3101.67,1,1
12523.18,16,28,0,1,3,2,8,1053.75,1,1
5210.61,2,79,1,1,4,3,3,1493.86,1,1
2208.71,15,1491,0,0,0,1,3,908.34,0,0
2558.55,3,63,1,1,3,1,7,1841.47,0,1
2295.4,10,936,0,0,1,1,1,1018.3,0,0
2758.94,9,108,1,0,4,2,6,1179.96,1,1
3290.92,14,944,0,0,0,0,3,1787.26,0,0
2191.76,22,457,0,0,1,1,1,2075.36,0,0
6546.72,1,18,1,1,1,3,10,1764.37,0,1
1108.29,9,1485,0,0,0,0,1,1632.66,0,0
3191.27,19,194,0,0,1,0,3,1089.67,0,0
6587.13,4,83,0,1,2,3,8,2555.68,1,1
3271.12,2,118,1,1,2,3,14,1699.94,1,1
1150.11,22,115,0,0,0,0,2,839.47,0,0
2591.46,3,53,0,1,4,4,10,1951.39,1,1
3062.17,17,1144,0,0,0,0,1,3194.2,1,0
4637.22,18,970,0,0,1,0,5,2601.74,0,0
7400.41,3,115,1,1,4,3,9,2189.25,1,1
9471.66,5,53,1,0,3,4,8,1541.56,1,1
9092.45,0,191,0,1,5,4,7,1043.35,1,1
2944.57,10,716,0,0,2,0,3,2020.31,0,0
6892.06,5,248,0,0,3,3,7,3278.17,1,1
2944.62,17,1152,0,0,0,0,2,1882.55,0,0
7485.33,0,185,1,1,3,4,6,1180.51,1,1
6452.82,4,202,1,1,1,1,13,1125.95,1,1
2798.16,17,193,0,0,0,0,4,2080.49,0,0
966.9,15,785,0,0,1,1,2,850.96,0,0
6133.39,4,64,1,1,5,1,12,1886.46,1,1
5851.45,5,137,0,1,2,6,5,2597.37,1,1
8364.84,4,89,1,1,4,5,4,1061.17,1,1
2159.41,8,1248,0,0,0,0,4,2403.92,0,0
3743.78,0,242,1,0,4,1,7,2035.54,1,1
1571.54,1,9,1,1,2,4,5,1262.04,1,1
2317.23,9,87,0,0,1,1,6,1948.74,0,0
2921.74,16,705,1,0,0,0,0,1823.24,0,0
2836.78,1,47,1,1,3,4,9,2342.77,0,1
4636.77,13,495,0,1,0,1,5,3829.68,0,0
6747.56,0,5,1,1,2,2,9,1508.97,0,1
2429.08,11,1282,0,0,2,1,4,1602.97,0,0
6019.44,1,14,1,1,5,1,6,994.9,1,1
2617.03,11,1384,0,0,0,0,1,2816.73,0,0
6845.16,6,105,1,0,2,0,9,1767.64,0,1
7907.42,4,75,1,1,5,5,7,1713.12,1,1
7846.2,0,177,1,1,1,2,7,1587.63,1,1
1089.46,22,1272,0,0,0,0,5,611.45,0,0
4792.21,4,153,1,1,5,2,7,1185.09,1,1
4175.59,16,933,0,0,1,0,1,1520.93,0,0
14413.59,5,228,1,1,5,6,8,1215.73,0,1
1328.33,14,374,0,0,0,0,7,2160.65,0,0
3549.62,8,1074,0,0,0,0,2,2015.23,0,0
5324.48,1,158,1,1,4,5,6,2784.44,0,1
11158.86,5,123,1,1,5,2,8,1419.12,0,1
6142.71,0,177,0,0,3,3,8,1768.72,0,1
1774.72,10,336,0,0,0,3,7,1438.98,0,0
1854.02,15,1295,0,0,0,0,3,914.49,0,0
9804.66,3,50,1,1,3,3,5,1331.74,0,1
3829.91,20,1014,0,0,0,0,3,1684.62,0,0
6063.46,4,50,1,1,4,2,10,2535.26,0,1
12514.83,4,51,1,1,5,0,4,3275.98,1,1
671.17,14,458,0,1,0,1,4,1965.21,0,0
1202.88,10,1318,0,0,1,0,4,1997.23,0,0
4742.1,5,69,1,1,5,5,8,1199.28,0,1
1254.79,14,1126,0,0,1,0,1,3027.07,0,0
1841.19,22,365,1,0,0,0,2,1076.19,0,0
7195.34,0,200,1,1,3,1,18,2159.07,1,1
5531.51,5,137,1,1,1,4,10,1537.68,0,1
1453.3,10,1342,0,0,2,0,1,1437.93,0,0
1887.18,20,652,1,0,0,0,4,1483.83,0,0
3268.19,13,1283,0,0,1,2,2,1328.49,0,0
1988.06,8,1045,0,0,0,0,2,2114.3,0,0
4879.43,15,118,1,1,5,6,7,2565.49,1,1
1615.17,19,1427,0,1,0,2,2,1634.92,0,0
10402.85,3,208,1,1,3,4,9,1530.12,1,1
9332.41,5,108,1,1,4,3,9,1996.98,1,1
4869.8,0,216,1,1,5,5,5,1236.34,1,1
3657.62,22,647,0,0,0,2,4,929.16,0,0
3539.79,8,651,0,0,0,2,2,1189.64,0,0
10654.2,1,203,1,1,3,2,8,1725.64,1,1
4001.59,9,197,0,1,3,2,11,1886.76,1,1
2927.56,2,45,1,1,3,4,6,2702.59,1,1
7056.29,5,187,1,1,3,4,13,2451.68,1,1
3013.98,17,451,0,0,0,0,4,2725.8,0,0
1593.09,10,386,0,0,0,0,3,1610.56,0,0
2073.23,8,1182,0,0,0,1,2,1972.67,0,0
7134.77,2,117,1,1,1,3,5,1072.76,0,1
3312.19,22,1091,0,0,0,0,2,2526.51,0,0
2107.01,12,1322,1,0,0,0,4,2160.78,0,0
1369.57,14,875,0,1,1,0,0,1310.23,0,0
8125.87,20,126,1,1,3,4,14,1071.63,0,1
16956.74,11,151,1,1,2,4,8,2275.88,1,1
1720.02,14,472,0,0,1,1,3,2355.48,0,0
5199.57,7,35,1,1,5,5,9,2272.66,1,1
1063.94,21,341,0,0,0,0,3,1549.03,0,0
3230.49,18,120,1,0,3,2,7,2475.6,1,1
1792.5,13,1315,0,0,2,1,7,1013.33,0,0
6243.96,21,1159,0,0,1,0,0,2454.91,0,0
4429.33,20,21,0,1,4,2,7,1924.49,1,1
3740.06,2,204,0,1,4,3,5,2832.73,1,1
3723.8,1,173,1,1,4,3,9,3683.1,1,1
3582.92,0,156,1,1,3,3,6,2506.48,0,1
10503.17,0,249,1,1,2,5,10,1945.01,1,1
1936.59,21,1432,1,0,0,0,3,1757.7,0,0
1608.89,15,149,0,0,2,0,3,2682.38,0,0
9376.47,4,139,1,1,3,5,11,2712.97,1,1
7806.45,2,136,0,1,4,3,14,636.93,0,1
8551.75,4,72,1,1,3,1,9,2083.81,1,1
1871.47,9,1327,0,0,0,0,2,1520.25,0,0
3130.55,10,1441,1,0,0,0,3,1708.75,0,0
2568.83,12,814,0,0,0,0,2,2167.74,0,0
3812.47,12,750,1,0,0,0,5,2430.91,0,0
3387.67,20,190,0,0,0,1,1,2166.8,0,0
2173.8,18,474,0,0,0,1,2,1653.0,0,0
11000.31,11,235,1,1,3,2,8,1109.07,1,1
2618.51,17,845,0,1,1,0,2,1014.32,0,0
29475.28,9,82,0,1,3,2,8,1186.04,0,1
13789.56,2,58,1,1,3,4,9,1553.27,1,1
1075.97,14,1247,0,0,0,0,2,2179.79,0,0
9296.11,3,201,0,1,2,3,13,2804.17,1,1
1599.44,22,1131,0,0,2,0,0,1582.99,0,0
12773.88,1,16,1,1,4,2,10,2263.45,1,1
23306.05,4,82,1,0,4,5,10,1959.15,1,1
2463.52,20,278,0,0,0,2,1,2942.83,0,0
12573.01,2,218,1,1,5,1,5,1857.71,0,1
3349.14,5,182,1,1,1,9,9,1320.31,1,1
6995.35,5,200,1,1,3,1,4,2028.19,0,1
2374.22,13,578,0,0,0,2,1,1162.13,0,0
3493.7,12,1451,0,0,0,1,1,1325.73,0,0
1488.07,8,256,0,0,0,0,3,1690.54,0,0
16106.52,4,168,1,1,5,4,12,1423.11,1,1
1602.82,10,327,0,0,0,1,3,985.31,0,0
11806.19,4,142,1,1,4,0,9,2183.7,1,1
1698.49,17,436,0,0,0,1,3,2521.11,0,0
7088.64,0,31,1,1,4,4,7,1894.14,0,1
3197.66,1,172,1,1,5,3,12,1836.67,1,1
9941.77,1,230,1,1,3,4,4,2222.14,0,1
17424.89,3,18,0,1,3,3,9,1992.77,0,1
4202.51,5,210,1,1,3,6,7,3169.09,0,1
11205.46,2,172,1,0,3,6,8,979.38,0,1
3441.28,17,372,0,0,1,1,5,1586.24,0,0
2555.4,18,66,0,1,0,0,1,1048.27,0,0
2126.74,9,895,0,0,0,0,2,1547.94,0,0
7462.2,23,11,1,0,3,8,8,3154.94,1,1
6470.87,1,73,0,1,4,4,7,2316.47,1,1
3850.33,0,246,1,1,5,3,7,1671.25,1,1
2478.01,11,712,0,1,1,0,2,1605.03,0,0
5053.48,19,790,0,0,1,0,8,1820.48,0,0
1538.07,16,448,0,0,0,1,4,2661.14,0,0
2734.59,1,200,1,1,3,3,6,4000.44,1,1
6882.38,1,206,0,1,4,1,7,1307.39,1,1
4465.95,5,143,1,1,3,3,5,2306.08,1,1
5140.52,17,152,0,1,3,2,4,1114.84,1,1
4256.46,0,82,1,1,3,4,8,2880.8,1,1
558.94,18,454,0,0,0,0,3,3066.83,0,0
5066.87,5,243,1,1,5,2,9,1941.67,0,1
1964.42,17,377,0,0,1,0,3,2110.16,0,0
5824.77,20,121,1,1,4,4,7,1353.46,1,1
1847.81,22,317,1,0,0,1,2,3225.99,0,0
1023.89,17,306,0,0,0,1,1,1175.68,0,0
2426.8,4,186,0,0,2,1,6,1375.74,0,1
2060.76,0,14,0,1,5,5,11,1407.69,1,1
3271.44,2,25,1,1,2,0,8,1537.97,1,1
5751.33,13,90,1,1,3,2,6,1878.59,1,1
2585.6,3,26,1,1,3,2,9,1817.5,0,1
6671.34,5,51,1,1,3,4,14,1503.48,0,1
5237.98,0,46,1,1,5,8,11,1243.79,1,1
4256.26,17,140,1,1,5,1,6,1264.53,1,1
3296.9,15,85,0,1,4,5,8,2783.74,1,1
13294.09,1,103,1,1,2,3,5,1610.5,1,1
3126.24,20,208,0,0,0,0,3,1233.77,0,0
2282.43,17,488,0,0,0,1,2,1731.22,0,0
5676.87,3,224,1,1,2,1,6,2278.53,1,1
4646.81,2,119,1,0,5,4,14,1142.0,1,1
5282.86,0,102,0,1,4,2,12,1504.17,1,1
9020.86,1,209,1,1,2,2,4,1605.55,0,1
16859.84,5,224,1,1,3,4,8,1662.61,1,1
23640.55,4,201,0,1,4,4,7,949.12,1,1
4832.93,2,62,1,1,4,1,7,2744.83,1,1
1044.49,17,1177,0,0,1,1,3,840.04,0,0
2230.99,14,644,1,0,1,2,6,1653.56,0,0
5853.39,4,58,0,1,3,1,8,2129.67,1,1
2054.39,9,1363,0,0,0,2,1,2137.98,0,0
555.05,17,184,0,0,0,0,4,1431.62,0,0
2731.67,16,1032,0,0,0,1,5,2219.78,0,0
6347.58,5,86,1,1,4,2,7,3867.29,1,1
7102.88,1,1,1,1,3,3,6,1253.71,1,1
4236.93,22,240,1,1,2,2,11,4003.07,1,1
3676.75,19,557,0,0,0,1,8,2402.12,0,0
2299.29,12,146,0,0,0,0,1,1752.29,1,0
1805.06,11,805,0,0,0,2,3,2155.32,0,0
5758.18,1,82,1,0,2,3,12,1349.76,1,1
3847.8,16,138,1,1,5,2,7,939.21,1,1
959.87,10,577,0,0,1,0,3,4486.06,0,0
11418.06,3,31,1,1,4,1,8,2400.16,0,1
1820.91,14,676,0,0,0,0,6,1251.39,0,0
2858.7,9,1238,0,0,0,0,1,1540.24,0,0
9123.04,10,23,1,1,3,3,6,1601.76,1,1
5957.14,0,64,1,1,2,2,3,2103.3,1,1
8218.32,4,34,1,1,5,5,9,1676.04,0,1
2117.46,9,1311,0,0,0,0,2,1431.4,0,0
6747.96,2,234,1,1,5,3,5,2189.77,1,1
973.11,13,1053,0,0,0,2,2,1724.07,0,0
1544.67,21,667,0,1,0,0,1,1821.82,0,0
6389.84,2,180,1,0,4,2,8,3322.95,1,1
2616.66,13,953,0,0,0,0,2,1710.33,0,0
4728.6,8,136,1,1,4,4,7,2064.92,1,1
9118.15,1,237,1,1,5,4,11,1602.36,1,1
3815.64,18,31,0,0,3,2,7,2978.03,1,1
7768.2,5,79,1,0,3,4,8,1796.22,1,1
2685.86,13,1119,0,0,0,0,5,2025.66,0,0
1626.51,20,188,0,0,1,1,4,2775.12,0,0
9075.33,22,77,1,0,2,0,3,775.3,1,1
2133.21,4,172,1,1,2,4,12,1652.23,0,1
1002.38,22,686,0,0,0,1,2,2328.53,0,0
17316.87,5,199,1,1,5,4,10,2353.01,1,1
3965.37,18,1072,0,0,0,0,4,2069.77,0,0
898.33,12,1478,0,0,0,4,2,1893.68,0,0
3813.42,12,180,0,0,0,0,4,2393.4,0,0
4093.0,19,513,0,0,0,1,5,1541.18,0,0
15274.94,15,169,1,1,4,3,9,1882.38,0,1
8466.47,5,173,0,0,2,4,9,1608.87,1,1
3615.12,12,156,0,0,1,1,2,1508.24,0,0
5267.76,2,128,0,1,4,0,12,1198.5,1,1
1938.39,16,1208,1,0,1,0,3,2821.69,1,0
1465.98,9,1405,0,0,0,0,4,2392.92,1,0
7912.1,17,146,0,1,1,4,7,1481.42,0,1
2741.38,12,1410,0,1,1,0,3,2023.65,0,0
11143.36,19,207,1,1,4,4,6,1483.73,1,1
2123.87,19,1043,0,0,0,2,0,1636.02,0,0
1592.0,11,1393,0,0,1,0,3,1480.21,1,0
3107.66,2,179,1,1,1,6,10,1432.54,0,1
2294.48,11,1471,0,0,0,0,1,1430.75,0,0
1981.26,16,520,0,0,1,0,5,1658.03,1,0
2415.05,15,1138,0,0,0,1,5,1811.92,0,0
6111.82,3,84,1,1,1,4,8,1996.21,1,1
5486.08,8,114,1,1,5,2,9,1805.37,1,1
3795.28,21,237,0,1,3,2,4,1302.75,1,1
1256.73,15,71,0,0,0,2,1,1540.32,0,0
2302.64,15,1223,0,0,0,1,2,1612.92,0,0
1900.34,20,660,0,0,0,2,1,1469.37,0,0
9911.79,4,149,1,1,4,2,8,987.09,1,1
26638.15,17,110,1,1,4,8,8,2128.05,1,1
1416.79,20,938,0,0,0,0,3,1037.32,0,0
2060.19,14,613,0,0,2,1,4,1702.46,0,0
12619.6,0,179,0,0,5,1,5,2215.43,1,1
1638.33,9,1403,0,0,1,0,2,1489.94,0,0
12475.92,14,14,1,1,4,4,7,2093.65,1,1
4646.45,14,142,1,1,1,3,11,1263.0,1,1
13981.72,13,67,1,1,4,1,9,2028.48,1,1
1721.64,13,561,0,0,0,1,3,2491.44,0,0
1118.1,9,125,0,0,0,1,6,2407.21,0,0
4312.19,11,676,0,0,0,0,3,2311.33,0,0
7062.49,0,85,1,1,4,5,10,2586.8,1,1
860.23,13,183,1,0,0,1,3,1390.06,0,0
6579.42,0,186,1,1,5,2,10,1691.65,0,1
2859.27,22,1142,0,0,0,1,2,815.62,0,0
3432.65,19,961,1,1,0,0,4,1175.95,0,0
1474.39,14,1475,0,0,2,0,2,1576.67,0,0
2574.9,22,290,0,1,1,1,2,2792.75,0,0
2376.67,13,1037,0,0,0,0,2,960.23,0,0
3363.95,4,170,1,0,5,1,3,2721.55,1,1
2265.89,20,1495,0,0,0,0,4,1992.91,0,0
9309.03,23,100,1,1,4,3,13,1426.05,0,1
6937.99,2,221,1,1,4,6,12,1534.9,0,1
1675.77,16,1303,0,0,0,0,1,2330.82,0,0
3103.65,5,36,0,1,5,3,7,2424.59,1,1
4607.15,2,192,1,1,4,6,7,1105.18,1,1
3476.47,4,162,1,1,5,2,8,2846.95,0,1
3711.4,17,402,0,0,0,0,3,1968.48,0,0
1567.29,16,444,0,0,1,0,2,1470.19,1,0
1400.12,21,1431,0,0,1,1,2,2229.34,0,0
17432.76,2,173,1,1,2,1,7,1548.12,0,1
610.83,16,824,0,0,0,0,2,2617.64,0,0
2302.36,16,1121,0,0,0,0,2,1724.97,1,0
8106.05,18,929,0,0,0,0,3,1717.22,0,0
8267.8,7,85,1,1,4,6,7,2969.68,1,1
5264.34,2,211,1,1,4,5,5,1830.89,0,1
10457.49,5,229,1,1,5,3,7,1490.37,1,1
10976.88,2,231,1,1,1,2,5,2098.75,0,1
2026.04,18,1117,0,0,1,0,5,1255.34,0,0
4190.63,1,36,1,1,4,2,17,1702.57,1,1
2610.9,13,1215,0,0,1,0,4,2121.03,1,0
1359.92,12,545,0,0,1,0,5,3698.72,0,0
914.18,9,539,0,0,0,1,1,1892.1,0,0
2155.6,17,1121,0,1,1,0,6,1873.59,0,0
8537.16,0,169,1,1,2,4,6,1761.43,0,1
4979.58,0,80,1,1,1,3,10,1796.47,0,1
2674.23,22,1259,0,0,0,1,1,1232.64,0,0
3024.56,12,400,0,0,1,2,2,1900.23,0,0
2445.68,5,161,0,1,4,2,7,1575.75,0,1
4929.01,10,1042,0,0,0,0,0,2033.08,1,0
1007.56,21,1074,0,0,1,0,3,1394.13,0,0
3383.01,15,231,1,1,4,2,7,3900.46,1,1
2578.73,21,196,0,0,0,0,3,2221.8,0,0
1943.59,19,1063,0,0,0,1,3,1413.2,0,0
8113.71,6,2,1,1,3,3,11,2046.68,1,1
1261.7,8,701,0,0,0,2,4,2641.6,0,0
12302.06,4,64,0,1,5,2,7,2003.86,1,1
5978.78,5,230,1,1,4,5,10,2767.27,0,1
10184.26,5,95,1,1,3,1,7,726.81,1,1
5149.02,3,141,1,0,5,6,5,1440.85,1,1
640.52,16,1020,0,0,0,0,1,1252.13,0,0
395.6,9,763,0,0,0,0,4,1889.86,0,0
3901.45,5,206,1,0,3,2,11,2096.69,1,1
3431.63,1,103,1,1,4,5,7,1568.92,1,1
4003.91,3,124,1,1,3,3,5,2394.59,0,1
1941.38,12,433,0,0,1,0,2,2405.07,0,0
2314.02,11,440,0,0,0,0,2,1355.19,0,0
3747.83,21,183,1,1,5,1,10,2012.26,0,1
6047.61,4,94,0,1,4,2,8,2304.33,0,1
1763.42,10,1183,0,0,1,0,3,1127.33,0,0
16450.97,1,148,1,1,5,2,8,2448.17,0,1
3638.39,21,155,1,1,3,2,6,1659.93,0,1
1408.09,11,577,0,0,0,2,4,2350.39,0,0
2086.91,9,221,0,0,0,1,1,2725.96,0,0
